ProductBenefitRecommendedSIID,ProductCode,BenefitCode,Age,RecommendedSI,dtmCreated,CreatedBy,dtmUpdated,UpdatedBy,dtmValidFrom,dtmValidTo
3659,GLF,DTH,36,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3660,GLF,DTH,37,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3661,GLF,DTH,38,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3662,GLF,DTH,39,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3663,GLF,DTH,40,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3664,GLF,DTH,41,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3665,GLF,DTH,42,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3666,GLF,DTH,43,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3667,GLF,DTH,44,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3668,GLF,DTH,45,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3669,GLF,DTH,46,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3670,GLF,DTH,47,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3671,GLF,DTH,48,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3672,GLF,DTH,49,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3673,GLF,DTH,50,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3674,GLF,DTH,51,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3675,GLF,DTH,52,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3676,GLF,DTH,53,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3677,GLF,DTH,54,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3678,GLF,DTH,55,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3679,GLF,DTH,56,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3680,GLF,DTH,57,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3681,GLF,DTH,58,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3682,GLF,DTH,59,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3683,GLF,DTH,60,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3684,GLF,DTH,61,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3685,GLF,DTH,62,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3686,GLF,DTH,63,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3687,GLF,DTH,64,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3688,GLF,DTH,65,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3689,GLF,DTH,66,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3690,GLF,DTH,67,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3691,GLF,DTH,68,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3692,GLF,DTH,69,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3693,GLF,DTH,70,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3694,GLF,DTH,71,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3695,GLF,DTH,72,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3696,GLF,DTH,73,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3697,GLF,DTH,74,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3698,GLF,DTH,75,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3699,GLF,DTH,76,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3700,GLF,DTH,77,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3701,GLF,DTH,78,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3702,GLF,DTH,79,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3703,GSA,ACI,18,300000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3704,GSA,ACI,19,300000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3705,GSA,ACI,20,300000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3706,GSA,ACI,21,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3707,GSA,ACI,22,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3708,GSA,ACI,23,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3709,GSA,ACI,24,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3710,GSA,ACI,25,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3711,GSA,ACI,26,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3712,GSA,ACI,27,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3713,GSA,ACI,28,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3714,GSA,ACI,29,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3715,GSA,ACI,30,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3716,GSA,ACI,31,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3717,GSA,ACI,32,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3718,GSA,ACI,33,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3719,GSA,ACI,34,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3720,GSA,ACI,35,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3721,GSA,ACI,36,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3722,GSA,ACI,37,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3723,GSA,ACI,38,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3724,GSA,ACI,39,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3725,GSA,ACI,40,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3726,GSA,ACI,41,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3727,GSA,ACI,42,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3728,GSA,ACI,43,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3729,GSA,ACI,44,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3730,GSA,ACI,45,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3731,GSA,ACI,46,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3732,GSA,ACI,47,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3733,GSA,ACI,48,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3734,GSA,ACI,49,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3735,GSA,ACI,50,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3736,GSA,ACI,51,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3737,GSA,ACI,52,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3738,GSA,ACI,53,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3739,GSA,ACI,54,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3740,GSA,ACI,55,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3741,GSA,ACI,56,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3742,GSA,ACI,57,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3743,GSA,ACI,58,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3744,GSA,ACI,59,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3745,GSA,ACI,60,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3746,GSA,ACI,61,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3747,GSA,ACI,62,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3748,GSA,ACI,63,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3749,GSA,ACI,64,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3750,GSA,ACI,65,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3751,GSA,ACI,66,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3752,GSA,ACI,67,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3753,GSA,ACI,68,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3754,GSA,ACI,69,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3755,GSL,DTH,18,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3756,GSL,DTH,19,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3757,GSL,DTH,20,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3758,GSL,DTH,21,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3759,GSL,DTH,22,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3760,GSL,DTH,23,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3761,GSL,DTH,24,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3762,GSL,DTH,25,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3763,GSL,DTH,26,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3764,GSL,DTH,27,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3765,GSL,DTH,28,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3766,GSL,DTH,29,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3767,GSL,DTH,30,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3768,GSL,DTH,31,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3769,GSL,DTH,32,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3770,GSL,DTH,33,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3771,GSL,DTH,34,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3772,GSL,DTH,35,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3773,GSL,DTH,36,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3774,GSL,DTH,37,550000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3775,GSL,DTH,38,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3776,GSL,DTH,39,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3777,GSL,DTH,40,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3778,GSL,DTH,41,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3779,GSL,DTH,42,500000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3780,GSL,DTH,43,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3781,GSL,DTH,44,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3782,GSL,DTH,45,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3783,GSL,DTH,46,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3784,GSL,DTH,47,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3785,GSL,DTH,48,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3786,GSL,DTH,49,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3787,GSL,DTH,50,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3788,GSL,DTH,51,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3789,GSL,DTH,52,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3790,GSL,DTH,53,300000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3791,GSL,DTH,54,300000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3792,GSL,DTH,55,250000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3793,GSL,DTH,56,250000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3794,GSL,DTH,57,250000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3795,GSL,DTH,58,250000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3796,GSL,DTH,59,200000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3797,GSL,DTH,60,200000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3798,GSL,DTH,61,200000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3799,GSL,DTH,62,150000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3800,GSL,DTH,63,150000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3801,GSL,DTH,64,150000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3802,HAD,ACI,18,300000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3803,HAD,ACI,19,300000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3804,HAD,ACI,20,300000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3805,HAD,ACI,21,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3806,HAD,ACI,22,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3807,HAD,ACI,23,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3808,HAD,ACI,24,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3809,HAD,ACI,25,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3810,HAD,ACI,26,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3811,HAD,ACI,27,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3812,HAD,ACI,28,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3813,HAD,ACI,29,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3814,HAD,ACI,30,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3815,HAD,ACI,31,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3816,HAD,ACI,32,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3817,HAD,ACI,33,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3818,HAD,ACI,34,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3819,HAD,ACI,35,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3820,HAD,ACI,36,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3821,HAD,ACI,37,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3822,HAD,ACI,38,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3823,HAD,ACI,39,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3824,HAD,ACI,40,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3825,HAD,ACI,41,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3826,HAD,ACI,42,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3827,HAD,ACI,43,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3828,HAD,ACI,44,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3829,HAD,ACI,45,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3830,HAD,ACI,46,450000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3831,HAD,ACI,47,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3832,HAD,ACI,48,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3833,HAD,ACI,49,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3834,HAD,ACI,50,400000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3835,HAD,ACI,51,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3836,HAD,ACI,52,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3837,HAD,ACI,53,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3838,HAD,ACI,54,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3839,HAD,ACI,55,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3840,HAD,ACI,56,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3841,HAD,ACI,57,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3842,HAD,ACI,58,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3843,HAD,ACI,59,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3844,HAD,ACI,60,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3845,HAD,ACI,61,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3846,HAD,ACI,62,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3847,HAD,ACI,63,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3848,HAD,ACI,64,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3849,HAD,ACI,65,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3850,HAD,ACI,66,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3851,HAD,ACI,67,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3852,HAD,ACI,68,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3853,HAD,ACI,69,350000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3854,HAF,DTH,18,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3855,HAF,DTH,19,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3856,HAF,DTH,20,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3857,HAF,DTH,21,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3858,HAF,DTH,22,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3859,HAF,DTH,23,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3860,HAF,DTH,24,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3861,HAF,DTH,25,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3862,HAF,DTH,26,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3863,HAF,DTH,27,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3864,HAF,DTH,28,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3865,HAF,DTH,29,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3866,HAF,DTH,30,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3867,HAF,DTH,31,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3868,HAF,DTH,32,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3869,HAF,DTH,33,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3870,HAF,DTH,34,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3871,HAF,DTH,35,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3872,HAF,DTH,36,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3873,HAF,DTH,37,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3874,HAF,DTH,38,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3875,HAF,DTH,39,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3876,HAF,DTH,40,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3877,HAF,DTH,41,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3878,HAF,DTH,42,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3879,HAF,DTH,43,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3880,HAF,DTH,44,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3881,HAF,DTH,45,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3882,HAF,DTH,46,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3883,HAF,DTH,47,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3884,HAF,DTH,48,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3885,HAF,DTH,49,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3886,HAF,DTH,50,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3887,HAF,DTH,51,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3888,HAF,DTH,52,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3889,HAF,DTH,53,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3890,HAF,DTH,54,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3891,HAF,DTH,55,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3892,HAF,DTH,56,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3893,HAF,DTH,57,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3894,HAF,DTH,58,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3895,HAF,DTH,59,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3896,HAF,DTH,60,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3897,HAF,DTH,61,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3898,HAF,DTH,62,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3899,HAF,DTH,63,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3900,HAF,DTH,64,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3901,HAF,DTH,65,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3902,HAF,DTH,66,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3903,HAF,DTH,67,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3904,HAF,DTH,68,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3905,HAF,DTH,69,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3906,HAF,DTH,70,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3907,HAF,DTH,71,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3908,HAF,DTH,72,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3909,HAF,DTH,73,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3910,HAF,DTH,74,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3911,HAF,DTH,75,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3912,HAF,DTH,76,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3913,HAF,DTH,77,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3914,HAF,DTH,78,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3915,HAF,DTH,79,8000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3916,HAI,DTH,18,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3917,HAI,DTH,19,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3918,HAI,DTH,20,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3919,HAI,DTH,21,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3920,HAI,DTH,22,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3921,HAI,DTH,23,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3922,HAI,DTH,24,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3923,HAI,DTH,25,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3924,HAI,DTH,26,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3925,HAI,DTH,27,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3926,HAI,DTH,28,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3927,HAI,DTH,29,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3928,HAI,DTH,30,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3929,HAI,DTH,31,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3930,HAI,DTH,32,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3931,HAI,DTH,33,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3932,HAI,DTH,34,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3933,HAI,DTH,35,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3934,HAI,DTH,36,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3935,HAI,DTH,37,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3936,HAI,DTH,38,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3937,HAI,DTH,39,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3938,HAI,DTH,40,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3939,HAI,DTH,41,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3940,HAI,DTH,42,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3941,HAI,DTH,43,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3942,HAI,DTH,44,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3943,HAI,DTH,45,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3944,HAI,DTH,46,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3945,HAI,DTH,47,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3946,HAI,DTH,48,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3947,HAI,DTH,49,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3948,HAI,DTH,50,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3949,HAI,DTH,51,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3950,HAI,DTH,52,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3951,HAI,DTH,53,12000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3952,HAI,DTH,54,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3953,HAI,DTH,55,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3954,HAI,DTH,56,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3955,HAI,DTH,57,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3956,HAI,DTH,58,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3957,HAI,DTH,59,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3958,HAI,DTH,60,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3959,HAI,DTH,61,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
3960,HAI,DTH,62,10000,00:00.0,Shalok01,NULL,NULL,00:00.0,NULL
